time,open,high,low,close
2026-05-28 14:50:00+00:00,1985.52,1992.7,1985.52,1990.08
2026-05-28 14:55:00+00:00,1990.08,1994.1,1990.07,1993.62
2026-05-28 15:00:00+00:00,1993.61,1995.29,1992.47,1994.69
2026-05-28 15:05:00+00:00,1994.69,1999.4,1990.01,1991.57
2026-05-28 15:10:00+00:00,1991.57,1992.84,1988.92,1989.29
2026-05-28 15:15:00+00:00,1989.28,1990.88,1985.95,1985.96
2026-05-28 15:20:00+00:00,1985.95,1991.55,1983.84,1990.34
2026-05-28 15:25:00+00:00,1990.33,1992.95,1990.33,1992.81
2026-05-28 15:30:00+00:00,1992.81,1993.1,1987.5,1989.45
2026-05-28 15:35:00+00:00,1989.45,1991.79,1989.3,1989.31
2026-05-28 15:40:00+00:00,1989.31,1992.54,1989.1,1992.54
2026-05-28 15:45:00+00:00,1992.53,1995.8,1990.6,1991.02
2026-05-28 15:50:00+00:00,1991.01,1992.34,1990.0,1990.82
2026-05-28 15:55:00+00:00,1990.82,1991.66,1989.0,1990.65
2026-05-28 16:00:00+00:00,1990.65,1990.65,1985.7,1985.7
2026-05-28 16:05:00+00:00,1985.69,1991.36,1985.22,1991.36
2026-05-28 16:10:00+00:00,1991.35,1998.0,1991.35,1995.87
2026-05-28 16:15:00+00:00,1995.86,1997.97,1993.7,1996.87
2026-05-28 16:20:00+00:00,1996.86,2004.81,1996.54,2001.88
2026-05-28 16:25:00+00:00,2001.87,2002.67,1998.73,1998.8
2026-05-28 16:30:00+00:00,1998.8,2002.06,1998.8,2002.06
2026-05-28 16:35:00+00:00,2002.05,2004.6,2001.02,2003.52
2026-05-28 16:40:00+00:00,2003.52,2007.11,2002.54,2007.11
2026-05-28 16:45:00+00:00,2007.11,2012.84,2005.92,2009.71
2026-05-28 16:50:00+00:00,2009.72,2014.34,2009.44,2012.56
2026-05-28 16:55:00+00:00,2012.55,2015.0,2012.55,2013.19
2026-05-28 17:00:00+00:00,2013.18,2015.0,2009.3,2009.84
2026-05-28 17:05:00+00:00,2009.83,2015.93,2009.26,2015.55
2026-05-28 17:10:00+00:00,2015.55,2016.41,2013.87,2015.59
2026-05-28 17:15:00+00:00,2015.59,2015.66,2012.28,2015.33
2026-05-28 17:20:00+00:00,2015.33,2016.97,2013.45,2014.74
2026-05-28 17:25:00+00:00,2014.73,2016.93,2012.03,2014.62
2026-05-28 17:30:00+00:00,2014.61,2019.22,2013.89,2019.22
2026-05-28 17:35:00+00:00,2019.21,2021.38,2017.43,2021.13
2026-05-28 17:40:00+00:00,2021.13,2021.98,2017.83,2017.98
2026-05-28 17:45:00+00:00,2017.97,2027.14,2017.97,2024.16
2026-05-28 17:50:00+00:00,2024.16,2024.33,2021.31,2021.41
2026-05-28 17:55:00+00:00,2021.41,2021.42,2018.38,2019.51
2026-05-28 18:00:00+00:00,2019.51,2024.32,2018.24,2022.54
2026-05-28 18:05:00+00:00,2022.54,2027.3,2021.7,2025.79
2026-05-28 18:10:00+00:00,2025.78,2025.95,2022.74,2023.97
2026-05-28 18:15:00+00:00,2023.97,2026.7,2021.48,2021.82
2026-05-28 18:20:00+00:00,2021.82,2023.29,2020.16,2021.8
2026-05-28 18:25:00+00:00,2021.79,2022.99,2021.29,2021.78
2026-05-28 18:30:00+00:00,2021.77,2024.98,2021.77,2023.98
2026-05-28 18:35:00+00:00,2023.97,2023.97,2022.32,2022.57
2026-05-28 18:40:00+00:00,2022.57,2024.36,2022.28,2023.81
